Geneid	Eff_Size	percentage_gc_content
ENSMUSG00000100678	1229	45.37
ENSMUSG00000100679	21709	38.6
ENSMUSG00000100680	1254	52.41
ENSMUSG00000100681	10588	45.72
ENSMUSG00000100682	7136	40.78
ENSMUSG00000100683	1357	45.07
ENSMUSG00000100684	20238	37.73
ENSMUSG00000100685	12050	47.69
ENSMUSG00000100687	1159	38.79
ENSMUSG00000100689	2153	47.91
ENSMUSG00000100690	671	47.02
ENSMUSG00000100691	2017	53.22
ENSMUSG00000100692	1391	45.11
ENSMUSG00000100693	4733	40.15
ENSMUSG00000100694	4737	40.29
ENSMUSG00000100695	629	40.63
ENSMUSG00000100696	823	50.24
ENSMUSG00000100697	667	40.72
ENSMUSG00000100698	1391	45.55
ENSMUSG00000100699	1391	45.26
ENSMUSG00000100700	1155	45.67
ENSMUSG00000100701	1089	51.19
ENSMUSG00000100702	1405	54.62
ENSMUSG00000100703	22282	41.36
ENSMUSG00000100704	39260	36.86
ENSMUSG00000100705	1391	43.82
ENSMUSG00000100706	32058	40.24
ENSMUSG00000100707	4677	52.49
ENSMUSG00000100708	27052	35.59
ENSMUSG00000100709	2985	41.03
ENSMUSG00000100710	1403	44.44
ENSMUSG00000100711	21226	39.16
ENSMUSG00000100712	1387	45.24
ENSMUSG00000100713	1145	53.75
ENSMUSG00000100714	13799	47.44
ENSMUSG00000100715	4736	40.03
ENSMUSG00000100716	2978	41.04
ENSMUSG00000100717	5169	45.29
ENSMUSG00000100718	1391	45.11
ENSMUSG00000100719	697	50.76
ENSMUSG00000100720	1089	48.62
ENSMUSG00000100721	6380	48.51
ENSMUSG00000100722	4737	40.2
ENSMUSG00000100723	629	40.63
ENSMUSG00000100724	3990	40.57
ENSMUSG00000100725	17684	39.73
ENSMUSG00000100726	27034	35.58
ENSMUSG00000100727	34490	36.38
ENSMUSG00000100728	992	57.54
ENSMUSG00000100729	1467	42.85
ENSMUSG00000100730	1399	44.71
ENSMUSG00000100731	1397	43.78
ENSMUSG00000100732	377	42.33
ENSMUSG00000100733	69646	40.97
ENSMUSG00000100734	925	43.63
ENSMUSG00000100736	1587	51.01
ENSMUSG00000100737	1391	45.11
ENSMUSG00000100738	2674	51.46
ENSMUSG00000100739	2985	41.03
ENSMUSG00000100740	1229	45.2
ENSMUSG00000100741	1391	45.4
ENSMUSG00000100742	1393	45.19
ENSMUSG00000100743	1691	48.16
ENSMUSG00000100744	781	45.78
ENSMUSG00000100745	5516	45.43
ENSMUSG00000100746	1391	43.68
ENSMUSG00000100747	2857	62.14
ENSMUSG00000100749	1391	44.97
ENSMUSG00000100750	2903	44.77
ENSMUSG00000100751	925	44.49
ENSMUSG00000100752	1399	45.29
ENSMUSG00000100753	1377	43.69
ENSMUSG00000100754	1524	45.5
ENSMUSG00000100755	849	50.59
ENSMUSG00000100756	1391	45.83
ENSMUSG00000100757	625	40.58
ENSMUSG00000100758	1855	47.84
ENSMUSG00000100759	4840	45.17
ENSMUSG00000100760	14030	45.15
ENSMUSG00000100761	419	47.62
ENSMUSG00000100762	2595	39.21
ENSMUSG00000100763	2117	37.84
ENSMUSG00000100764	2392	40.52
ENSMUSG00000100765	4739	40.37
ENSMUSG00000100767	1583	43.56
ENSMUSG00000100768	3419	41.87
ENSMUSG00000100769	2746	43.69
ENSMUSG00000100770	1646	46.76
ENSMUSG00000100771	1133	43.92
ENSMUSG00000100772	1391	44.97
ENSMUSG00000100773	1229	44.88
ENSMUSG00000100774	419	40.95
ENSMUSG00000100775	693	25.65
ENSMUSG00000100776	3875	42.81
ENSMUSG00000100777	16095	37.31
ENSMUSG00000100778	1901	38.94
ENSMUSG00000100779	4628	54.34
ENSMUSG00000100780	737	35.23
ENSMUSG00000100781	17987	52.84
ENSMUSG00000100782	5739	42.85
ENSMUSG00000100783	7475	47.53
ENSMUSG00000100784	1898	38.89
ENSMUSG00000100785	1391	45.26
ENSMUSG00000100786	11935	43.47
ENSMUSG00000100787	4739	40.37
ENSMUSG00000100788	9775	49.11
ENSMUSG00000100789	3198	54.52
ENSMUSG00000100790	4733	40.39
ENSMUSG00000100791	1420	49.38
ENSMUSG00000100792	1397	42.2
ENSMUSG00000100793	2585	48.58
ENSMUSG00000100794	979	52.45
ENSMUSG00000100795	1888	47.59
ENSMUSG00000100796	649	46.77
ENSMUSG00000100797	1391	43.97
ENSMUSG00000100798	13273	45.12
ENSMUSG00000100799	23310	34.69
ENSMUSG00000100800	1397	44.64
ENSMUSG00000100801	3881	48.79
ENSMUSG00000100802	1391	44.97
ENSMUSG00000100803	1389	45.18
ENSMUSG00000100804	1227	45.28
ENSMUSG00000100805	4736	40.01
ENSMUSG00000100806	757	43.27
ENSMUSG00000100807	95866	41.63
ENSMUSG00000100808	1859	42.04
ENSMUSG00000100809	6813	40.9
ENSMUSG00000100810	443	40.99
ENSMUSG00000100811	4083	46.31
ENSMUSG00000100812	11208	44.88
ENSMUSG00000100813	6267	45.72
ENSMUSG00000100814	199	40
ENSMUSG00000100815	6973	38.08
ENSMUSG00000100816	4653	44.18
ENSMUSG00000100817	5513	45.35
ENSMUSG00000100818	1391	45.4
ENSMUSG00000100819	9010	42.86
ENSMUSG00000100820	5503	45.49
ENSMUSG00000100821	1229	45.2
ENSMUSG00000100822	4728	40.28
ENSMUSG00000100823	5515	45.38
ENSMUSG00000100824	893	45.86
ENSMUSG00000100825	1177	52.8
ENSMUSG00000100826	693928	43.17
ENSMUSG00000100827	108405	39.59
ENSMUSG00000100828	1889	39.58
ENSMUSG00000100830	4526	45.51
ENSMUSG00000100831	2253	48.18
ENSMUSG00000100832	160950	38.1
ENSMUSG00000100833	3843	36.77
ENSMUSG00000100834	1385	45.45
ENSMUSG00000100835	1229	45.04
ENSMUSG00000100836	1241	49.78
ENSMUSG00000100837	12453	44.21
ENSMUSG00000100838	16756	39.73
ENSMUSG00000100839	1705	44.2
ENSMUSG00000100841	6378	48.46
ENSMUSG00000100842	2455	37.46
ENSMUSG00000100843	2299	50.09
ENSMUSG00000100844	4581	33.47
ENSMUSG00000100845	1385	45.17
ENSMUSG00000100846	19672	43.6
ENSMUSG00000100847	12459	48.22
ENSMUSG00000100848	761	47.51
ENSMUSG00000100849	4735	40.24
ENSMUSG00000100850	6854	49.58
ENSMUSG00000100851	341725	39.26
ENSMUSG00000100852	4725	40.43
ENSMUSG00000100853	629	40.32
ENSMUSG00000100854	1229	45.2
ENSMUSG00000100855	47421	45.43
ENSMUSG00000100856	27135	35.5
ENSMUSG00000100857	192672	39.23
ENSMUSG00000100858	759	45.53
ENSMUSG00000100859	2985	40.91
ENSMUSG00000100860	21997	46.96
ENSMUSG00000100861	1229	44.88
ENSMUSG00000100862	1355	36.14
ENSMUSG00000100863	2017	46.78
ENSMUSG00000100864	1391	45.83
ENSMUSG00000100865	945	44.19
ENSMUSG00000100866	425	44.6
ENSMUSG00000100867	3197	48.47
ENSMUSG00000100868	17071	43.3
ENSMUSG00000100869	1385	45.45
ENSMUSG00000100870	1391	45.4
ENSMUSG00000100871	1055	50.95
ENSMUSG00000100872	1472	47.69
ENSMUSG00000100873	1229	45.04
ENSMUSG00000100874	1229	45.2
ENSMUSG00000100875	2816	41.23
ENSMUSG00000100876	6295	43.46
ENSMUSG00000100877	1351	44.38
ENSMUSG00000100878	1235	44.82
ENSMUSG00000100879	5516	45.27
ENSMUSG00000100880	1210	48.3
ENSMUSG00000100881	1391	45.26
ENSMUSG00000100882	1391	45.69
ENSMUSG00000100883	1391	43.82
ENSMUSG00000100884	373	53.48
ENSMUSG00000100885	5507	45.45
ENSMUSG00000100886	32907	39.13
ENSMUSG00000100887	4736	40.43
ENSMUSG00000100888	1229	44.88
ENSMUSG00000100889	1227	44.79
ENSMUSG00000100890	7717	45.92
ENSMUSG00000100891	38604	38.83
ENSMUSG00000100892	27100	35.58
ENSMUSG00000100893	6761	41.03
ENSMUSG00000100894	1311	47.66
ENSMUSG00000100895	2201	50.77
ENSMUSG00000100896	1658	35.71
ENSMUSG00000100897	1391	43.53
ENSMUSG00000100898	12785	40.36
ENSMUSG00000100899	1901	39.43
ENSMUSG00000100900	2986	40.55
ENSMUSG00000100901	3683	39.09
ENSMUSG00000100902	27151	35.53
ENSMUSG00000100903	2089	45.4
ENSMUSG00000100904	277	46.04
ENSMUSG00000100905	1524	47.99
ENSMUSG00000100906	1389	45.18
ENSMUSG00000100907	1391	44.83
ENSMUSG00000100908	6191	48.01
ENSMUSG00000100909	1879	44.47
ENSMUSG00000100910	16937	40.59
ENSMUSG00000100911	13897	45.33
ENSMUSG00000100912	927	51.08
ENSMUSG00000100913	1669	37.84
ENSMUSG00000100914	4738	39.97
ENSMUSG00000100915	4738	39.97
ENSMUSG00000100916	1550	60.51
ENSMUSG00000100917	4025	42.23
ENSMUSG00000100918	1585	37.45
ENSMUSG00000100919	1383	44.51
ENSMUSG00000100920	1639	45.37
ENSMUSG00000100922	1735	56.8
ENSMUSG00000100923	1871	50
ENSMUSG00000100924	519	57.69
ENSMUSG00000100925	5510	45.36
ENSMUSG00000100926	925	45.57
ENSMUSG00000100927	2633	61.43
ENSMUSG00000100928	4724	40.41
ENSMUSG00000100929	2061	38.37
ENSMUSG00000100930	5511	45.53
ENSMUSG00000100931	14709	42.24
ENSMUSG00000100932	2275	44.31
ENSMUSG00000100933	217	37.61
ENSMUSG00000100935	1729	48.01
ENSMUSG00000100936	4443	45.74
ENSMUSG00000100937	2041	52.4
ENSMUSG00000100938	4739	40.15
ENSMUSG00000100939	27149	35.5
ENSMUSG00000100940	1201	48.69
ENSMUSG00000100941	615	43.18
ENSMUSG00000100942	629	40.32
ENSMUSG00000100943	645	39.01
ENSMUSG00000100944	311	45.51
ENSMUSG00000100945	2979	46.2
ENSMUSG00000100946	1391	43.39
ENSMUSG00000100947	1391	43.1
ENSMUSG00000100948	5512	45.38
ENSMUSG00000100949	663	43.22
ENSMUSG00000100950	2153	48
ENSMUSG00000100951	1391	43.68
ENSMUSG00000100952	4737	40.17
ENSMUSG00000100953	2985	40.78
ENSMUSG00000100954	8470	47.64
ENSMUSG00000100955	97420	39.69
ENSMUSG00000100956	1391	43.53
ENSMUSG00000100957	4724	40.41
ENSMUSG00000100958	701	50.76
ENSMUSG00000100959	1365	36.31
ENSMUSG00000100960	1737	39.24
ENSMUSG00000100961	4729	40.15
ENSMUSG00000100962	32924	38.15
ENSMUSG00000100963	4893	53.08
ENSMUSG00000100964	33528	37
ENSMUSG00000100965	1583	39.8
ENSMUSG00000100966	1977	46.21
ENSMUSG00000100967	17638	44.97
ENSMUSG00000100968	27361	43.4
ENSMUSG00000100969	136405	41.36
ENSMUSG00000100970	5508	45.51
ENSMUSG00000100971	5510	45.19
ENSMUSG00000100972	27043	35.58
ENSMUSG00000100973	27130	35.53
ENSMUSG00000100974	1391	44.83
ENSMUSG00000100975	1283	44.86
ENSMUSG00000100976	610	31.13
ENSMUSG00000100977	713	42.58
ENSMUSG00000100978	1385	45.45
ENSMUSG00000100979	1785	42.78
ENSMUSG00000100980	8819	55.9
ENSMUSG00000100981	1546	42
ENSMUSG00000100982	1391	45.4
ENSMUSG00000100983	1229	45.37
ENSMUSG00000100984	2980	40.57
ENSMUSG00000100985	16278	46.45
ENSMUSG00000100986	1391	44.83
ENSMUSG00000100987	12364	49.89
ENSMUSG00000100988	12361	40.12
ENSMUSG00000100989	31108	36.7
ENSMUSG00000100990	1685	41.76
ENSMUSG00000100991	1391	44.97
ENSMUSG00000100992	263	53.03
ENSMUSG00000100993	1391	45.4
ENSMUSG00000100994	1391	45.83
ENSMUSG00000100995	1397	43.78
ENSMUSG00000100996	1229	45.37
ENSMUSG00000100998	1287	50.16
ENSMUSG00000100999	911	45.39
ENSMUSG00000101000	3413	49.48
ENSMUSG00000101001	811	50.74
ENSMUSG00000101002	1897	39.04
ENSMUSG00000101003	2985	40.78
ENSMUSG00000101004	1583	51.14
ENSMUSG00000101005	26997	35.68
ENSMUSG00000101006	744	37.44
ENSMUSG00000101007	1355	51.03
ENSMUSG00000101008	1929	50.66
ENSMUSG00000101009	17384	45.89
ENSMUSG00000101010	1389	45.61
ENSMUSG00000101011	38412	38.33
ENSMUSG00000101012	2222	51.22
ENSMUSG00000101013	10819	47.93
ENSMUSG00000101014	5677	41.19
ENSMUSG00000101015	1257	48.65
ENSMUSG00000101016	1161	45.61
ENSMUSG00000101017	1391	45.69
ENSMUSG00000101018	1391	43.68
ENSMUSG00000101019	1229	45.04
ENSMUSG00000101020	1439	43.61
ENSMUSG00000101021	5513	45.35
ENSMUSG00000101022	1303	47.09
ENSMUSG00000101023	6965	49.21
ENSMUSG00000101024	2113	43.71
ENSMUSG00000101025	391	39.8
ENSMUSG00000101026	9545	51.03
ENSMUSG00000101027	271	44.85
ENSMUSG00000101028	4455	47.41
ENSMUSG00000101029	1109	53.41
ENSMUSG00000101030	725	45.45
ENSMUSG00000101031	16322	41.74
ENSMUSG00000101032	6513	40.03
ENSMUSG00000101033	1307	49.85
ENSMUSG00000101035	6321	48.11
ENSMUSG00000101036	6763	42.51
ENSMUSG00000101037	2637	47.92
ENSMUSG00000101038	1391	43.68
ENSMUSG00000101039	2092	45.4
ENSMUSG00000101040	2816	41.18
ENSMUSG00000101041	2942	40.51
ENSMUSG00000101042	2463	49.95
ENSMUSG00000101043	1391	45.11
ENSMUSG00000101044	1229	45.04
ENSMUSG00000101045	1229	45.2
ENSMUSG00000101046	2441	43.09
ENSMUSG00000101049	2287	48.86
ENSMUSG00000101050	4735	40.24
ENSMUSG00000101051	3675	47.94
ENSMUSG00000101052	1229	45.37
ENSMUSG00000101053	3572	40.06
ENSMUSG00000101054	1337	40.36
ENSMUSG00000101055	1395	44.7
ENSMUSG00000101056	1377	45.72
ENSMUSG00000101057	629	40.63
ENSMUSG00000101058	1391	44.97
ENSMUSG00000101059	675	42.31
ENSMUSG00000101060	4738	40.09
ENSMUSG00000101061	7285	41.21
ENSMUSG00000101062	6187	52.33
ENSMUSG00000101063	1927	42.84
ENSMUSG00000101064	11788	44.37
ENSMUSG00000101065	673	42.13
ENSMUSG00000101066	1947	40.97
ENSMUSG00000101067	8918	35.75
ENSMUSG00000101068	629	40.63
ENSMUSG00000101069	1055	50.95
ENSMUSG00000101070	1393	45.34
ENSMUSG00000101071	1385	45.17
ENSMUSG00000101072	1391	44.54
ENSMUSG00000101073	1877	43.02
ENSMUSG00000101074	449	42.22
ENSMUSG00000101075	2466	46.6
ENSMUSG00000101076	1121	48.09
ENSMUSG00000101077	2047	52.34
ENSMUSG00000101078	1901	41.43
ENSMUSG00000101079	4428	40.71
ENSMUSG00000101080	3981	40.01
ENSMUSG00000101081	26217	41.74
ENSMUSG00000101082	427	49.53
ENSMUSG00000101083	629	40.63
ENSMUSG00000101084	1540	41.58
ENSMUSG00000101085	1785	54.09
ENSMUSG00000101086	2512	47.41
ENSMUSG00000101087	1427	41.46
ENSMUSG00000101088	19626	42.04
ENSMUSG00000101089	2216	45.45
ENSMUSG00000101090	2987	40.49
ENSMUSG00000101091	5515	45.46
ENSMUSG00000101092	1391	45.11
ENSMUSG00000101093	3197	42.5
ENSMUSG00000101094	1229	45.37
ENSMUSG00000101095	2985	41.18
ENSMUSG00000101096	1391	45.98
ENSMUSG00000101097	3737	41.2
ENSMUSG00000101098	1385	45.17
ENSMUSG00000101099	2982	40.77
ENSMUSG00000101100	2983	40.94
ENSMUSG00000101101	1909	45.24
ENSMUSG00000101102	18740	48
ENSMUSG00000101103	1387	45.1
ENSMUSG00000101104	20003	41.06
ENSMUSG00000101105	1391	45.69
ENSMUSG00000101106	12895	40.4
ENSMUSG00000101107	6605	45.74
ENSMUSG00000101108	1355	45.87
ENSMUSG00000101109	2986	40.89
ENSMUSG00000101110	699	50.85
ENSMUSG00000101111	1565	38.95
ENSMUSG00000101112	37812	42.17
ENSMUSG00000101113	4206	47.32
ENSMUSG00000101114	527	44.32
ENSMUSG00000101115	10927	39.7
ENSMUSG00000101116	583	51.03
ENSMUSG00000101117	943	44.28
ENSMUSG00000101118	629	40.95
ENSMUSG00000101119	10929	39.6
ENSMUSG00000101120	625	40.58
ENSMUSG00000101122	1611	54.09
ENSMUSG00000101123	757	44.59
ENSMUSG00000101124	1389	44.89
ENSMUSG00000101125	4737	40.29
ENSMUSG00000101126	5348	51.18
ENSMUSG00000101127	1464	34.31
ENSMUSG00000101128	1391	44.68
ENSMUSG00000101129	1953	46.67
ENSMUSG00000101130	1157	47.67
ENSMUSG00000101131	1055	50.95
ENSMUSG00000101132	2461	42.83
ENSMUSG00000101133	33831	48.42
ENSMUSG00000101134	10849	39.8
ENSMUSG00000101135	1477	48.99
ENSMUSG00000101136	148339	43.32
ENSMUSG00000101137	919	44.35
ENSMUSG00000101138	2985	40.78
ENSMUSG00000101139	11505	34.31
ENSMUSG00000101140	4134	47.9
ENSMUSG00000101141	1753	39
ENSMUSG00000101142	1395	44.84
ENSMUSG00000101143	1385	45.31
ENSMUSG00000101144	2899	50.76
ENSMUSG00000101145	353	39.55
ENSMUSG00000101146	27124	35.54
ENSMUSG00000101147	1385	45.74
ENSMUSG00000101148	629	40.63
ENSMUSG00000101149	1391	45.83
ENSMUSG00000101150	1228	39.23
ENSMUSG00000101151	3380	42.19
ENSMUSG00000101152	35582	42.43
ENSMUSG00000101153	8250	43.95
ENSMUSG00000101154	2551	43.73
ENSMUSG00000101155	27343	35.59
ENSMUSG00000101156	36283	38.88
ENSMUSG00000101157	27106	35.59
ENSMUSG00000101158	27083	35.61
ENSMUSG00000101159	133	32.84
ENSMUSG00000101160	4738	40.06
ENSMUSG00000101161	1391	45.69
ENSMUSG00000101162	15306	47.6
ENSMUSG00000101163	1097	59.02
ENSMUSG00000101164	12765	40.43
ENSMUSG00000101166	18985	51.64
ENSMUSG00000101167	2223	54.95
ENSMUSG00000101168	14994	43.35
ENSMUSG00000101170	26315	41.84
ENSMUSG00000101171	1287	48.6
ENSMUSG00000101172	12230	44.96
ENSMUSG00000101173	1431	45.45
ENSMUSG00000101174	20179	49.2
ENSMUSG00000101176	3378	46.31
ENSMUSG00000101177	13016	40.44
ENSMUSG00000101178	629	40.63
ENSMUSG00000101179	60269	46.46
ENSMUSG00000101180	655	55.49
ENSMUSG00000101181	1366	38.61
ENSMUSG00000101182	10920	39.77
ENSMUSG00000101183	1283	43.46
ENSMUSG00000101184	629	40.63
ENSMUSG00000101185	668	44.92
ENSMUSG00000101186	925	29.96
ENSMUSG00000101188	2435	48.6
ENSMUSG00000101189	2589	44.78
ENSMUSG00000101190	4053	39.83
ENSMUSG00000101191	4212	50
ENSMUSG00000101192	4735	40.06
ENSMUSG00000101193	1391	45.11
ENSMUSG00000101194	1391	44.97
ENSMUSG00000101195	6345	47.64
ENSMUSG00000101196	12156	42.45
ENSMUSG00000101197	1393	45.34
ENSMUSG00000101198	4735	40.21
ENSMUSG00000101199	1203	49.17
ENSMUSG00000101200	1395	45.85
ENSMUSG00000101201	1229	45.2
ENSMUSG00000101202	12929	40.22
ENSMUSG00000101203	1319	41.53
ENSMUSG00000101204	4737	40.04
ENSMUSG00000101205	629	40.32
ENSMUSG00000101206	2794	52.97
ENSMUSG00000101207	4725	40.36
ENSMUSG00000101208	605	34.65
ENSMUSG00000101209	757	51.98
ENSMUSG00000101210	6311	51.68
ENSMUSG00000101211	26124	42.55
ENSMUSG00000101212	1391	44.54
ENSMUSG00000101213	749	40.27
ENSMUSG00000101214	189589	41.17
ENSMUSG00000101215	629	40.63
ENSMUSG00000101216	1391	43.39
ENSMUSG00000101218	4131	39.82
ENSMUSG00000101219	549	50.18
ENSMUSG00000101220	1675	47.49
ENSMUSG00000101221	1391	45.11
ENSMUSG00000101222	5511	45.25
ENSMUSG00000101223	10064	45.35
ENSMUSG00000101224	4542	45.94
ENSMUSG00000101225	4863	51.23
ENSMUSG00000101226	1287	42.86
ENSMUSG00000101227	189456	40.04
ENSMUSG00000101228	1391	45.55
ENSMUSG00000101229	5516	45.16
ENSMUSG00000101230	1391	44.54
ENSMUSG00000101231	355	36.52
ENSMUSG00000101232	1733	47.15
ENSMUSG00000101233	300971	36.89
ENSMUSG00000101234	5255	43.61
ENSMUSG00000101235	1099	43.82
ENSMUSG00000101236	535	51.87
ENSMUSG00000101237	1025	47.17
ENSMUSG00000101238	1391	43.39
ENSMUSG00000101239	623	40.71
ENSMUSG00000101240	877	45.79
ENSMUSG00000101241	1391	43.53
ENSMUSG00000101242	3167	41.23
ENSMUSG00000101243	32885	36.91
ENSMUSG00000101244	4721	40.43
ENSMUSG00000101245	4739	40.34
ENSMUSG00000101246	629	40.63
ENSMUSG00000101247	612	45.64
ENSMUSG00000101248	650	45.19
ENSMUSG00000101249	983	40.24
ENSMUSG00000101250	1387	45.24
ENSMUSG00000101251	1489	37.05
ENSMUSG00000101252	1139	54.21
ENSMUSG00000101253	61536	37.23
ENSMUSG00000101254	1387	45.24
ENSMUSG00000101255	1391	45.55
ENSMUSG00000101256	4056	39.6
ENSMUSG00000101257	5209	42.54
ENSMUSG00000101258	9481	49.01
ENSMUSG00000101259	1391	45.83
ENSMUSG00000101260	1229	45.04
ENSMUSG00000101261	30026	38.5
ENSMUSG00000101262	4383	47.92
ENSMUSG00000101263	1229	45.04
ENSMUSG00000101264	2600	39.07
ENSMUSG00000101265	6138	45.99
ENSMUSG00000101266	2523	39.94
ENSMUSG00000101267	1391	45.55
ENSMUSG00000101268	12942	46.53
ENSMUSG00000101270	2479	46.18
ENSMUSG00000101271	629	40.32
ENSMUSG00000101272	671	50
ENSMUSG00000101273	629	40.32
ENSMUSG00000101275	4027	48.81
ENSMUSG00000101276	1373	44.83
ENSMUSG00000101277	1355	46.61
ENSMUSG00000101278	4733	40.19
ENSMUSG00000101279	13536	43.23
ENSMUSG00000101280	6778	45.18
ENSMUSG00000101281	1975	45.04
ENSMUSG00000101282	4735	40.24
ENSMUSG00000101283	1229	45.37
ENSMUSG00000101284	1464	34.51
ENSMUSG00000101285	4733	40.04
ENSMUSG00000101286	27115	35.6
ENSMUSG00000101287	2210	48.96
ENSMUSG00000101288	56014	45.4
ENSMUSG00000101289	3999	47.94
ENSMUSG00000101290	1395	42.41
ENSMUSG00000101291	5519	45.3
ENSMUSG00000101292	1385	45.6
ENSMUSG00000101294	3833	38.6
ENSMUSG00000101295	1443	45.01
ENSMUSG00000101296	2098	45.4
ENSMUSG00000101297	613	49.51
ENSMUSG00000101298	50732	49.51
ENSMUSG00000101299	797	52.38
ENSMUSG00000101300	2977	40.81
ENSMUSG00000101301	1139	47.37
ENSMUSG00000101302	4725	40.46
ENSMUSG00000101303	25105	37.49
ENSMUSG00000101304	20273	44.55
ENSMUSG00000101305	971	43
ENSMUSG00000101306	1817	46.2
ENSMUSG00000101307	3053	48.33
ENSMUSG00000101308	10339	42.7
ENSMUSG00000101309	665	39.94
ENSMUSG00000101310	1385	45.74
ENSMUSG00000101311	5516	45.36
ENSMUSG00000101312	871	45.18
ENSMUSG00000101313	4737	40.38
ENSMUSG00000101314	1705	40.68
ENSMUSG00000101315	1983	52.52
ENSMUSG00000101316	1915	44.26
ENSMUSG00000101317	4733	40.36
ENSMUSG00000101318	1391	45.26
ENSMUSG00000101319	745	43.97
ENSMUSG00000101320	7796	47.07
ENSMUSG00000101321	25794	41.87
ENSMUSG00000101323	1387	45.82
ENSMUSG00000101324	2083	48.89
ENSMUSG00000101325	2482	46.43
ENSMUSG00000101326	5536	40.77
ENSMUSG00000101327	923	44.37
ENSMUSG00000101328	695	43.97
ENSMUSG00000101329	5517	45.36
ENSMUSG00000101330	461	46.75
ENSMUSG00000101331	1393	44.76
ENSMUSG00000101332	4105	41.11
ENSMUSG00000101333	2509	52.03
ENSMUSG00000101334	19235	42.08
ENSMUSG00000101335	4305	37.16
ENSMUSG00000101336	905	48.34
ENSMUSG00000101337	394487	39.66
ENSMUSG00000101338	1587	50.58
ENSMUSG00000101339	629	40.63
ENSMUSG00000101340	1391	44.97
ENSMUSG00000101341	1393	45.48
ENSMUSG00000101342	9573	45.63
ENSMUSG00000101343	629	40.63
ENSMUSG00000101344	92386	44.2
ENSMUSG00000101345	743	47.58
ENSMUSG00000101346	1229	45.04
ENSMUSG00000101347	1391	43.53
ENSMUSG00000101348	228795	38.4
ENSMUSG00000101349	1229	45.04
ENSMUSG00000101350	2983	41.09
ENSMUSG00000101351	759	45.53
ENSMUSG00000101352	1339	44.18
ENSMUSG00000101353	4734	40.09
ENSMUSG00000101354	1225	45.02
ENSMUSG00000101355	821	67.4
ENSMUSG00000101356	6663	44.96
ENSMUSG00000101357	931	57.51
ENSMUSG00000101358	629	40.32
ENSMUSG00000101359	3781	31.76
ENSMUSG00000101360	43375	48.3
ENSMUSG00000101361	3053	48.13
ENSMUSG00000101362	1783	40.81
ENSMUSG00000101363	683	36.26
ENSMUSG00000101364	1391	44.97
ENSMUSG00000101365	23245	45.58
ENSMUSG00000101366	2986	41.25
ENSMUSG00000101367	647	41.98
ENSMUSG00000101368	1227	44.79
ENSMUSG00000101369	1443	46.68
ENSMUSG00000101370	3429	35.07
ENSMUSG00000101371	1993	50.85
ENSMUSG00000101372	3745	42.98
ENSMUSG00000101373	6154	33
ENSMUSG00000101374	12376	40.33
ENSMUSG00000101375	277	46.04
ENSMUSG00000101376	601	39.53
ENSMUSG00000101377	612	45.41
ENSMUSG00000101378	1489	48.17
ENSMUSG00000101379	701	50.95
ENSMUSG00000101380	1229	44.07
ENSMUSG00000101381	3897	38.89
ENSMUSG00000101382	1229	45.37
ENSMUSG00000101383	25338	35.29
ENSMUSG00000101385	1425	48.95
ENSMUSG00000101386	5377	46.75
ENSMUSG00000101387	1501	61.52
ENSMUSG00000101388	5400	45.44
ENSMUSG00000101389	18103	38.17
ENSMUSG00000101390	1387	45.68
ENSMUSG00000101391	1829	41.53
ENSMUSG00000101392	213	44.86
ENSMUSG00000101393	4739	40.25
ENSMUSG00000101394	2953	37.66
ENSMUSG00000101395	1631	48.28
ENSMUSG00000101396	32882	36.85
ENSMUSG00000101397	77724	40.67
ENSMUSG00000101398	17833	39.17
ENSMUSG00000101399	27158	35.5
ENSMUSG00000101400	769	46.75
ENSMUSG00000101401	1702	46.35
ENSMUSG00000101402	4733	40.33
ENSMUSG00000101403	1391	45.4
ENSMUSG00000101404	11124	42.73
ENSMUSG00000101405	5512	45.31
ENSMUSG00000101406	4321	47.24
ENSMUSG00000101407	2986	40.8
ENSMUSG00000101408	1385	45.31
ENSMUSG00000101409	2839	46.34
ENSMUSG00000101410	5525	45.39
ENSMUSG00000101411	4029	50.13
ENSMUSG00000101412	4725	40.43
ENSMUSG00000101413	563	53.9
ENSMUSG00000101414	2941	49.9
ENSMUSG00000101415	24603	37.42
ENSMUSG00000101416	13505	35.29
ENSMUSG00000101417	32193	37.44
ENSMUSG00000101418	1227	45.11
ENSMUSG00000101419	753	37.93
ENSMUSG00000101420	1391	45.4
ENSMUSG00000101421	629	40.63
ENSMUSG00000101422	4744	40.12
ENSMUSG00000101423	2986	40.8
ENSMUSG00000101424	2986	40.8
ENSMUSG00000101425	4736	40.1
ENSMUSG00000101426	701	50.95
ENSMUSG00000101427	925	43.84
ENSMUSG00000101428	1391	44.83
ENSMUSG00000101429	17649	44.86
ENSMUSG00000101431	3193	57.86
ENSMUSG00000101433	421	50.24
ENSMUSG00000101434	25056	35.58
ENSMUSG00000101435	5505	45.47
ENSMUSG00000101436	7687	44.57
ENSMUSG00000101437	785	51.15
ENSMUSG00000101438	1874	58.26
ENSMUSG00000101439	2959	44.73
ENSMUSG00000101440	4737	40.04
ENSMUSG00000101441	2985	41.27
ENSMUSG00000101442	1389	45.18
ENSMUSG00000101443	1161	45.27
ENSMUSG00000101444	13037	40.4
ENSMUSG00000101445	1766	42.27
ENSMUSG00000101446	1391	44.97
