#	"-B"
Geneid	Length
ENSMUSG00000071815.6	841
ENSMUSG00000086518.1	1164
ENSMUSG00000083714.3	516
ENSMUSG00000080050.2	1087
ENSMUSG00000080952.1	826
ENSMUSG00000072249.3	847
ENSMUSG00000081959.1	832
ENSMUSG00000083123.1	528
ENSMUSG00000045797.1	1781
ENSMUSG00000087021.3	513
ENSMUSG00000047344.9	3991
ENSMUSG00000079694.2	870
ENSMUSG00000015342.6	5076
ENSMUSG00000100200.1	535
ENSMUSG00000065155.1	158
ENSMUSG00000083670.1	360
ENSMUSG00000083608.1	307
ENSMUSG00000100448.1	510
ENSMUSG00000015340.8	5808
ENSMUSG00000077713.1	159
ENSMUSG00000061065.3	509
ENSMUSG00000031176.6	2576
ENSMUSG00000040456.2	581
ENSMUSG00000048994.2	553
ENSMUSG00000054453.9	2301
ENSMUSG00000081898.1	892
ENSMUSG00000090084.5	2652
ENSMUSG00000031174.15	7247
ENSMUSG00000031173.11	4241
ENSMUSG00000086996.1	1938
ENSMUSG00000058254.10	7067
ENSMUSG00000088404.1	109
ENSMUSG00000068200.6	477
ENSMUSG00000083262.1	466
ENSMUSG00000081308.1	433
ENSMUSG00000097444.1	1466
ENSMUSG00000008035.10	2128
ENSMUSG00000085587.1	543
ENSMUSG00000081680.1	557
ENSMUSG00000083419.1	493
ENSMUSG00000080948.1	629
ENSMUSG00000100626.1	501
ENSMUSG00000101819.1	495
ENSMUSG00000096097.1	318
ENSMUSG00000094904.1	318
ENSMUSG00000095413.1	494
ENSMUSG00000095655.1	318
ENSMUSG00000095662.1	509
ENSMUSG00000099443.1	318
ENSMUSG00000095445.1	318
ENSMUSG00000069038.2	330
ENSMUSG00000083492.1	216
ENSMUSG00000080811.1	123
ENSMUSG00000065825.1	107
ENSMUSG00000082146.1	441
ENSMUSG00000083439.1	199
ENSMUSG00000081947.2	230
ENSMUSG00000040363.12	7190
ENSMUSG00000083486.1	350
ENSMUSG00000087591.5	1614
ENSMUSG00000081461.3	345
ENSMUSG00000031007.2	2618
ENSMUSG00000083199.1	759
ENSMUSG00000079871.4	360
ENSMUSG00000044148.6	2699
ENSMUSG00000086473.1	108
ENSMUSG00000064127.11	8763
ENSMUSG00000085891.5	2622
ENSMUSG00000077858.1	94
ENSMUSG00000083760.1	683
ENSMUSG00000083307.1	1257
ENSMUSG00000083751.1	357
ENSMUSG00000087424.1	1836
ENSMUSG00000031010.15	15051
ENSMUSG00000094574.1	138
ENSMUSG00000094259.1	138
ENSMUSG00000084349.3	1210
ENSMUSG00000065813.1	112
ENSMUSG00000083364.4	393
ENSMUSG00000100714.4	704
ENSMUSG00000082090.1	1227
ENSMUSG00000000787.10	5277
ENSMUSG00000081255.1	2136
ENSMUSG00000080914.1	997
ENSMUSG00000080818.4	813
ENSMUSG00000051228.5	5183
ENSMUSG00000081597.1	536
ENSMUSG00000031012.15	9145
ENSMUSG00000040229.9	2090
ENSMUSG00000093217.1	69
ENSMUSG00000047678.1	2497
ENSMUSG00000082736.1	1250
ENSMUSG00000088706.1	91
ENSMUSG00000078346.3	514
ENSMUSG00000080733.2	866
ENSMUSG00000064772.1	191
ENSMUSG00000084907.1	831
ENSMUSG00000081763.1	877
ENSMUSG00000045217.5	882
ENSMUSG00000082838.1	312
ENSMUSG00000083931.1	542
ENSMUSG00000081994.1	337
ENSMUSG00000070258.1	107
ENSMUSG00000093014.1	64
ENSMUSG00000070240.1	107
ENSMUSG00000086048.5	2904
ENSMUSG00000081312.1	387
ENSMUSG00000083551.1	252
ENSMUSG00000023257.3	676
ENSMUSG00000083288.1	1175
ENSMUSG00000025037.6	4167
ENSMUSG00000040147.12	2789
ENSMUSG00000040138.7	1939
ENSMUSG00000025038.7	2554
ENSMUSG00000081858.1	940
ENSMUSG00000065242.1	104
ENSMUSG00000025040.11	2353
ENSMUSG00000083140.1	820
ENSMUSG00000081614.1	1855
ENSMUSG00000096716.1	837
ENSMUSG00000096235.1	837
ENSMUSG00000025043.3	845
ENSMUSG00000037369.14	8158
ENSMUSG00000065068.1	119
ENSMUSG00000081271.1	157
ENSMUSG00000037358.6	3499
ENSMUSG00000082757.1	406
ENSMUSG00000081654.1	617
ENSMUSG00000065422.1	95
ENSMUSG00000065471.1	79
ENSMUSG00000073274.4	7009
ENSMUSG00000097497.1	848
ENSMUSG00000077277.1	107
ENSMUSG00000082680.1	496
ENSMUSG00000068149.5	876
ENSMUSG00000084327.1	285
ENSMUSG00000065091.1	107
ENSMUSG00000081735.1	333
ENSMUSG00000084186.1	216
ENSMUSG00000080998.1	463
ENSMUSG00000037347.7	2206
ENSMUSG00000037341.11	3819
ENSMUSG00000083033.1	819
ENSMUSG00000087415.4	406
ENSMUSG00000060090.14	5141
ENSMUSG00000084137.1	1072
ENSMUSG00000082855.1	599
ENSMUSG00000037315.12	5084
ENSMUSG00000081529.1	196
ENSMUSG00000081390.1	1327
ENSMUSG00000023070.6	1607
ENSMUSG00000084830.2	174
ENSMUSG00000064398.1	173
ENSMUSG00000031059.9	908
ENSMUSG00000031060.14	3714
ENSMUSG00000001924.13	4819
ENSMUSG00000031065.12	4378
ENSMUSG00000031066.8	4732
ENSMUSG00000001127.10	6541
ENSMUSG00000065314.1	105
ENSMUSG00000092838.1	78
ENSMUSG00000082393.2	370
ENSMUSG00000037217.13	3299
ENSMUSG00000093408.1	57
ENSMUSG00000001131.9	888
ENSMUSG00000080757.1	199
ENSMUSG00000001128.7	1736
ENSMUSG00000009406.11	5381
ENSMUSG00000001134.7	1639
ENSMUSG00000086877.5	1581
ENSMUSG00000054737.9	5733
ENSMUSG00000037167.5	640
ENSMUSG00000031079.10	5338
ENSMUSG00000062814.7	438
ENSMUSG00000083892.3	789
ENSMUSG00000095316.1	282
ENSMUSG00000087358.6	1719
ENSMUSG00000087586.1	771
ENSMUSG00000097824.1	1970
ENSMUSG00000051537.9	2742
ENSMUSG00000068122.8	3326
ENSMUSG00000077430.1	131
ENSMUSG00000081641.3	973
ENSMUSG00000081475.1	381
ENSMUSG00000031089.7	3434
ENSMUSG00000088701.1	79
ENSMUSG00000101818.1	559
ENSMUSG00000101776.1	2528
ENSMUSG00000065074.1	107
ENSMUSG00000082175.1	354
ENSMUSG00000083030.1	798
ENSMUSG00000081064.1	440
ENSMUSG00000064685.1	103
ENSMUSG00000085073.3	543
ENSMUSG00000083290.1	484
ENSMUSG00000052025.9	763
ENSMUSG00000064659.1	110
ENSMUSG00000036782.11	4253
ENSMUSG00000080862.3	558
ENSMUSG00000082155.1	450
ENSMUSG00000036769.12	8353
ENSMUSG00000081812.1	1216
ENSMUSG00000068113.6	1493
ENSMUSG00000090102.1	1233
ENSMUSG00000093024.1	102
ENSMUSG00000083099.1	473
ENSMUSG00000083475.1	539
ENSMUSG00000098485.1	546
ENSMUSG00000087133.2	581
ENSMUSG00000084063.1	2588
ENSMUSG00000081218.1	2579
ENSMUSG00000098585.1	107
ENSMUSG00000098899.1	106
ENSMUSG00000093923.5	875
ENSMUSG00000094775.1	639
ENSMUSG00000105318.1	86
ENSMUSG00000082188.1	250
ENSMUSG00000096620.1	768
ENSMUSG00000096724.1	636
ENSMUSG00000073267.5	1131
ENSMUSG00000080959.1	636
ENSMUSG00000098849.1	106
ENSMUSG00000095392.1	636
ENSMUSG00000086959.1	966
ENSMUSG00000083060.1	93
ENSMUSG00000079655.7	824
ENSMUSG00000082639.6	1131
ENSMUSG00000080498.2	86
ENSMUSG00000083628.1	1129
ENSMUSG00000080819.1	542
ENSMUSG00000095063.1	925
ENSMUSG00000099097.1	106
ENSMUSG00000071788.5	893
ENSMUSG00000096907.1	639
ENSMUSG00000080725.7	924
ENSMUSG00000093984.1	639
ENSMUSG00000095423.1	639
ENSMUSG00000095546.5	867
ENSMUSG00000104666.1	86
ENSMUSG00000095321.1	639
ENSMUSG00000105122.1	86
ENSMUSG00000093817.5	2517
ENSMUSG00000094424.1	639
ENSMUSG00000095293.5	893
ENSMUSG00000085534.5	2349
ENSMUSG00000095494.1	639
ENSMUSG00000094624.1	907
ENSMUSG00000095356.1	639
ENSMUSG00000096457.5	864
ENSMUSG00000105455.1	86
ENSMUSG00000096911.5	2517
ENSMUSG00000095089.1	639
ENSMUSG00000095887.5	907
ENSMUSG00000087462.1	764
ENSMUSG00000095802.1	639
ENSMUSG00000097037.1	1360
ENSMUSG00000081224.1	389
ENSMUSG00000095906.1	639
ENSMUSG00000086691.2	195
ENSMUSG00000096137.1	639
ENSMUSG00000105626.1	85
ENSMUSG00000095152.1	639
ENSMUSG00000085489.5	2517
ENSMUSG00000073257.3	874
ENSMUSG00000104702.1	86
ENSMUSG00000085060.1	1959
ENSMUSG00000096311.1	639
ENSMUSG00000073255.8	864
ENSMUSG00000085989.1	661
ENSMUSG00000085325.5	1083
ENSMUSG00000096539.1	639
ENSMUSG00000094759.5	907
ENSMUSG00000094391.1	1497
ENSMUSG00000095754.1	765
ENSMUSG00000095229.1	1497
ENSMUSG00000086580.1	640
ENSMUSG00000086906.1	498
ENSMUSG00000094352.1	1960
ENSMUSG00000094351.1	372
ENSMUSG00000096645.1	705
ENSMUSG00000095637.1	1497
ENSMUSG00000095770.1	778
ENSMUSG00000093857.1	1497
ENSMUSG00000096194.1	1949
ENSMUSG00000094309.1	1955
ENSMUSG00000094601.1	711
ENSMUSG00000099711.1	1943
ENSMUSG00000094361.1	1497
ENSMUSG00000094211.1	372
ENSMUSG00000094727.1	1950
ENSMUSG00000094115.1	525
ENSMUSG00000084982.1	347
ENSMUSG00000086246.2	291
ENSMUSG00000101500.1	1908
ENSMUSG00000087224.1	663
ENSMUSG00000095264.1	711
ENSMUSG00000087649.2	291
ENSMUSG00000085552.1	383
ENSMUSG00000079649.3	711
ENSMUSG00000079297.4	1350
ENSMUSG00000087007.1	612
ENSMUSG00000101294.1	1917
ENSMUSG00000086668.1	868
ENSMUSG00000086525.1	351
ENSMUSG00000085756.1	288
ENSMUSG00000087468.1	868
ENSMUSG00000095934.1	1701
ENSMUSG00000078324.2	1701
ENSMUSG00000096915.1	1497
ENSMUSG00000094564.1	372
ENSMUSG00000095558.1	1497
ENSMUSG00000095659.1	687
ENSMUSG00000094155.1	1497
ENSMUSG00000084363.1	638
ENSMUSG00000087491.5	2406
ENSMUSG00000073247.3	924
ENSMUSG00000086757.1	1941
ENSMUSG00000095899.1	639
ENSMUSG00000085000.1	1118
ENSMUSG00000073245.8	928
ENSMUSG00000085107.3	1233
ENSMUSG00000082799.1	661
ENSMUSG00000087847.1	275
ENSMUSG00000031093.12	9240
ENSMUSG00000017057.9	3712
ENSMUSG00000036699.10	2280
ENSMUSG00000083130.1	375
ENSMUSG00000081159.1	606
ENSMUSG00000083755.1	496
ENSMUSG00000016239.9	3812
ENSMUSG00000084616.1	104
ENSMUSG00000081407.1	294
ENSMUSG00000104809.1	137
ENSMUSG00000079642.1	301
ENSMUSG00000065031.1	98
ENSMUSG00000091556.6	5722
ENSMUSG00000006373.10	1857
ENSMUSG00000059708.10	6003
ENSMUSG00000081281.1	797
ENSMUSG00000037636.6	1780
ENSMUSG00000064530.1	87
ENSMUSG00000016319.3	1646
ENSMUSG00000097468.1	1020
ENSMUSG00000084990.1	1035
ENSMUSG00000006423.13	7424
ENSMUSG00000084265.1	157
ENSMUSG00000016308.10	2272
ENSMUSG00000044149.6	3268
ENSMUSG00000087155.1	460
ENSMUSG00000050379.13	9882
ENSMUSG00000081220.2	1248
ENSMUSG00000044400.1	1574
ENSMUSG00000087873.1	109
ENSMUSG00000093059.2	271
ENSMUSG00000079641.3	1434
ENSMUSG00000065642.1	131
ENSMUSG00000036572.14	3999
ENSMUSG00000016409.4	4326
ENSMUSG00000036551.6	1792
ENSMUSG00000016427.7	419
ENSMUSG00000036537.6	1223
ENSMUSG00000073243.2	817
ENSMUSG00000071773.4	883
ENSMUSG00000051827.9	844
ENSMUSG00000071772.11	1053
ENSMUSG00000079639.4	2289
ENSMUSG00000095601.6	1008
ENSMUSG00000094945.3	901
ENSMUSG00000079638.8	799
ENSMUSG00000084056.2	868
ENSMUSG00000071771.4	2213
ENSMUSG00000079637.8	1149
ENSMUSG00000079636.9	1053
ENSMUSG00000079635.2	2249
ENSMUSG00000095698.2	685
ENSMUSG00000065088.1	143
ENSMUSG00000082297.2	825
ENSMUSG00000079633.3	2239
ENSMUSG00000096788.6	848
ENSMUSG00000059626.11	1053
ENSMUSG00000071770.5	2298
ENSMUSG00000095741.3	799
ENSMUSG00000095510.6	1008
ENSMUSG00000079630.2	2290
ENSMUSG00000080933.4	991
ENSMUSG00000080241.3	451
ENSMUSG00000065739.1	143
ENSMUSG00000079629.5	797
ENSMUSG00000079628.3	2315
ENSMUSG00000071769.9	1053
ENSMUSG00000064697.1	144
ENSMUSG00000079627.2	787
ENSMUSG00000106388.1	322
ENSMUSG00000081195.2	322
ENSMUSG00000095180.6	754
ENSMUSG00000006200.3	1010
ENSMUSG00000071767.4	1229
ENSMUSG00000064137.6	1204
ENSMUSG00000079626.2	1091
ENSMUSG00000068048.8	2488
ENSMUSG00000082734.2	387
ENSMUSG00000081133.2	451
ENSMUSG00000068173.10	1560
ENSMUSG00000098348.5	1194
ENSMUSG00000053909.8	763
ENSMUSG00000051038.10	811
ENSMUSG00000089963.3	233
ENSMUSG00000071766.10	1078
ENSMUSG00000050197.5	876
ENSMUSG00000080942.1	899
ENSMUSG00000048047.3	5122
ENSMUSG00000036502.12	4490
ENSMUSG00000092794.1	80
ENSMUSG00000084009.1	806
ENSMUSG00000016327.7	4201
ENSMUSG00000082497.1	660
ENSMUSG00000081473.3	394
ENSMUSG00000016534.13	9552
ENSMUSG00000087390.1	3123
ENSMUSG00000031095.13	3873
ENSMUSG00000000355.11	1571
ENSMUSG00000048970.9	1449
ENSMUSG00000085611.3	579
ENSMUSG00000085635.1	2494
ENSMUSG00000092878.1	66
ENSMUSG00000082723.1	294
ENSMUSG00000051361.7	1291
ENSMUSG00000081147.1	1558
ENSMUSG00000080896.5	174
ENSMUSG00000084030.1	947
ENSMUSG00000084039.1	256
ENSMUSG00000084247.1	321
ENSMUSG00000064529.1	105
ENSMUSG00000079619.2	519
ENSMUSG00000081324.1	407
ENSMUSG00000082147.1	391
ENSMUSG00000083845.1	570
ENSMUSG00000095240.1	508
ENSMUSG00000086157.1	1848
ENSMUSG00000092777.1	71
ENSMUSG00000082005.1	429
ENSMUSG00000080903.1	232
ENSMUSG00000083174.1	1452
ENSMUSG00000080996.3	549
ENSMUSG00000083665.1	560
ENSMUSG00000083484.1	279
ENSMUSG00000084287.1	1111
ENSMUSG00000081880.1	1559
ENSMUSG00000083515.1	256
ENSMUSG00000001986.14	9859
ENSMUSG00000093206.2	85
ENSMUSG00000082966.1	384
ENSMUSG00000081918.4	752
ENSMUSG00000037475.13	12666
ENSMUSG00000081398.1	666
ENSMUSG00000080798.3	573
ENSMUSG00000104879.1	127
ENSMUSG00000025860.12	9262
ENSMUSG00000082324.1	1816
ENSMUSG00000104042.1	330
ENSMUSG00000025862.12	8273
ENSMUSG00000083450.1	168
ENSMUSG00000105993.1	1834
ENSMUSG00000005696.9	5505
ENSMUSG00000016150.13	17747
ENSMUSG00000077558.1	130
ENSMUSG00000083098.1	391
ENSMUSG00000065622.1	190
ENSMUSG00000081300.1	658
ENSMUSG00000082839.1	172
ENSMUSG00000083598.1	283
ENSMUSG00000078320.4	2074
ENSMUSG00000081856.1	718
ENSMUSG00000081036.1	635
ENSMUSG00000081704.1	448
ENSMUSG00000050926.5	2885
ENSMUSG00000082775.1	395
ENSMUSG00000080714.1	340
ENSMUSG00000045284.7	3531
ENSMUSG00000083721.1	970
ENSMUSG00000037086.3	1110
ENSMUSG00000080764.1	1155
ENSMUSG00000081129.1	268
ENSMUSG00000082886.1	2450
ENSMUSG00000084158.1	235
ENSMUSG00000064464.1	107
ENSMUSG00000084000.1	1533
ENSMUSG00000085157.1	769
ENSMUSG00000046615.2	1339
ENSMUSG00000081551.1	447
ENSMUSG00000063816.3	408
ENSMUSG00000101233.1	457
ENSMUSG00000082204.2	741
ENSMUSG00000083499.1	902
ENSMUSG00000082426.1	966
ENSMUSG00000083094.2	1005
ENSMUSG00000084348.1	1553
ENSMUSG00000082894.1	1886
ENSMUSG00000031099.14	6118
ENSMUSG00000068014.5	483
ENSMUSG00000001173.13	9486
ENSMUSG00000037010.7	3149
ENSMUSG00000037005.14	4878
ENSMUSG00000031101.6	2677
ENSMUSG00000036985.10	6733
ENSMUSG00000064806.2	159
ENSMUSG00000063785.10	4130
ENSMUSG00000097197.1	1684
ENSMUSG00000089443.1	104
ENSMUSG00000081180.1	348
ENSMUSG00000088918.1	101
ENSMUSG00000036959.13	8516
ENSMUSG00000031103.10	6148
ENSMUSG00000036932.12	4006
ENSMUSG00000031104.2	1158
ENSMUSG00000036916.11	5236
ENSMUSG00000031105.14	2364
ENSMUSG00000098271.1	119
ENSMUSG00000051209.3	2269
ENSMUSG00000031107.6	1872
ENSMUSG00000079606.1	2122
ENSMUSG00000081526.1	297
ENSMUSG00000031109.14	4356
ENSMUSG00000081320.1	349
ENSMUSG00000082347.1	400
ENSMUSG00000087369.1	3976
ENSMUSG00000086948.1	648
ENSMUSG00000036198.10	3421
ENSMUSG00000083455.1	259
ENSMUSG00000082192.2	340
ENSMUSG00000071764.1	960
ENSMUSG00000067971.3	960
ENSMUSG00000031111.14	5768
ENSMUSG00000084612.1	88
ENSMUSG00000056281.2	933
ENSMUSG00000083399.1	673
ENSMUSG00000050504.1	930
ENSMUSG00000089217.1	295
ENSMUSG00000083754.3	1015
ENSMUSG00000082660.1	881
ENSMUSG00000094897.1	107
ENSMUSG00000048173.3	999
ENSMUSG00000083112.1	383
ENSMUSG00000085396.5	1439
ENSMUSG00000031112.8	5271
ENSMUSG00000036131.10	2142
ENSMUSG00000050029.7	3545
ENSMUSG00000082556.1	857
ENSMUSG00000036109.15	8743
ENSMUSG00000082950.1	437
ENSMUSG00000081350.1	1117
ENSMUSG00000093266.1	83
ENSMUSG00000081188.1	689
ENSMUSG00000062184.9	7807
ENSMUSG00000082968.1	198
ENSMUSG00000055780.8	4133
ENSMUSG00000081439.1	533
ENSMUSG00000088792.1	117
ENSMUSG00000031118.6	1571
ENSMUSG00000031119.4	2651
ENSMUSG00000055653.11	2690
ENSMUSG00000086704.1	1189
ENSMUSG00000105738.1	61
ENSMUSG00000076214.1	109
ENSMUSG00000055110.6	1974
ENSMUSG00000070106.1	75
ENSMUSG00000065613.1	91
ENSMUSG00000065473.1	84
ENSMUSG00000076041.1	80
ENSMUSG00000077111.2	83
ENSMUSG00000065456.1	65
ENSMUSG00000086173.5	2135
ENSMUSG00000083621.1	408
ENSMUSG00000081843.1	323
ENSMUSG00000073207.1	1536
ENSMUSG00000082887.1	491
ENSMUSG00000083683.1	1064
ENSMUSG00000081684.4	882
ENSMUSG00000025626.14	6946
ENSMUSG00000025630.8	1289
ENSMUSG00000076050.1	82
ENSMUSG00000065486.1	91
ENSMUSG00000076399.1	69
ENSMUSG00000076140.1	85
ENSMUSG00000101603.1	764
ENSMUSG00000065503.1	99
ENSMUSG00000076122.1	71
ENSMUSG00000065418.1	95
ENSMUSG00000087365.5	1610
ENSMUSG00000061082.9	1395
ENSMUSG00000036022.13	4409
ENSMUSG00000036013.10	995
ENSMUSG00000087975.1	307
ENSMUSG00000081145.2	634
ENSMUSG00000023074.9	2085
ENSMUSG00000083798.1	637
ENSMUSG00000060967.6	478
ENSMUSG00000079593.7	827
ENSMUSG00000051851.5	401
ENSMUSG00000083738.1	560
ENSMUSG00000084076.1	630
ENSMUSG00000067925.4	1195
ENSMUSG00000067924.4	1232
ENSMUSG00000071763.9	703
ENSMUSG00000085998.5	4065
ENSMUSG00000055555.1	1427
ENSMUSG00000054727.2	1224
ENSMUSG00000082616.1	201
ENSMUSG00000084308.1	294
ENSMUSG00000059334.6	2347
ENSMUSG00000054626.9	2333
ENSMUSG00000081937.1	474
ENSMUSG00000083278.1	727
ENSMUSG00000080968.3	810
ENSMUSG00000083428.1	518
ENSMUSG00000086711.1	4529
ENSMUSG00000081119.1	236
ENSMUSG00000080321.2	647
ENSMUSG00000095284.1	107
ENSMUSG00000082817.1	723
ENSMUSG00000081477.1	456
ENSMUSG00000096308.1	468
ENSMUSG00000084070.1	434
ENSMUSG00000094698.1	537
ENSMUSG00000081638.4	537
ENSMUSG00000096468.5	703
ENSMUSG00000094714.5	703
ENSMUSG00000094975.1	537
ENSMUSG00000096376.1	537
ENSMUSG00000083069.1	431
ENSMUSG00000094423.1	468
ENSMUSG00000095890.1	468
ENSMUSG00000080889.1	408
ENSMUSG00000067909.4	730
ENSMUSG00000094317.1	468
ENSMUSG00000096127.2	468
ENSMUSG00000095398.2	468
ENSMUSG00000081298.1	468
ENSMUSG00000096374.1	468
ENSMUSG00000084369.1	216
ENSMUSG00000081706.1	880
ENSMUSG00000083249.1	603
ENSMUSG00000081089.1	192
ENSMUSG00000080383.1	121
ENSMUSG00000082606.1	216
ENSMUSG00000031125.2	1022
ENSMUSG00000082253.3	866
ENSMUSG00000073177.6	951
ENSMUSG00000081024.1	567
ENSMUSG00000085114.1	1071
ENSMUSG00000073176.4	3738
ENSMUSG00000097288.1	1974
ENSMUSG00000054850.4	2393
ENSMUSG00000081620.1	470
ENSMUSG00000058932.6	402
ENSMUSG00000035967.13	7173
ENSMUSG00000073173.1	165
ENSMUSG00000064016.4	1040
ENSMUSG00000061273.3	4234
ENSMUSG00000092787.1	63
ENSMUSG00000060681.12	5008
ENSMUSG00000088394.1	165
ENSMUSG00000023092.14	3714
ENSMUSG00000088944.1	106
ENSMUSG00000067878.11	2891
ENSMUSG00000053852.9	9817
ENSMUSG00000031130.3	2772
ENSMUSG00000067873.9	4879
ENSMUSG00000031131.9	2455
ENSMUSG00000085808.1	752
ENSMUSG00000031132.1	1250
ENSMUSG00000031133.10	8552
ENSMUSG00000031134.14	4330
ENSMUSG00000065110.4	71
ENSMUSG00000079584.2	2156
ENSMUSG00000036357.5	5410
ENSMUSG00000081100.1	246
ENSMUSG00000081896.1	1176
ENSMUSG00000084103.1	144
ENSMUSG00000080710.1	2009
ENSMUSG00000084394.1	987
ENSMUSG00000083821.1	594
ENSMUSG00000093905.1	107
ENSMUSG00000067860.9	4639
ENSMUSG00000081837.1	324
ENSMUSG00000084044.1	680
ENSMUSG00000064728.1	107
ENSMUSG00000084305.1	417
ENSMUSG00000081373.1	1607
ENSMUSG00000083982.1	889
ENSMUSG00000083843.1	462
ENSMUSG00000105997.1	107
ENSMUSG00000046180.9	1684
ENSMUSG00000031137.15	4019
ENSMUSG00000088157.1	232
ENSMUSG00000070110.2	79
ENSMUSG00000088647.1	94
ENSMUSG00000081209.1	676
ENSMUSG00000105367.1	100
ENSMUSG00000105409.1	69
ENSMUSG00000083366.1	663
ENSMUSG00000031138.4	2734
ENSMUSG00000046993.6	1119
ENSMUSG00000081341.1	596
ENSMUSG00000031139.12	4502
ENSMUSG00000062949.11	7312
ENSMUSG00000094896.1	107
ENSMUSG00000070081.2	90
ENSMUSG00000079583.7	1497
ENSMUSG00000082226.3	831
ENSMUSG00000067835.4	2051
ENSMUSG00000081729.1	1933
ENSMUSG00000086562.1	442
ENSMUSG00000083463.1	794
ENSMUSG00000084331.1	1060
ENSMUSG00000081891.1	575
ENSMUSG00000045179.9	2065
ENSMUSG00000087565.1	734
ENSMUSG00000086577.1	456
ENSMUSG00000081323.1	725
ENSMUSG00000087401.1	437
ENSMUSG00000083543.1	1153
ENSMUSG00000071753.9	3644
ENSMUSG00000080555.2	93
ENSMUSG00000090546.1	2313
ENSMUSG00000082092.1	557
ENSMUSG00000083343.1	843
ENSMUSG00000080910.1	435
ENSMUSG00000083158.1	578
ENSMUSG00000057615.5	1459
ENSMUSG00000050900.5	652
ENSMUSG00000082467.1	1066
ENSMUSG00000096222.1	107
ENSMUSG00000081409.1	990
ENSMUSG00000083617.1	1230
ENSMUSG00000082168.1	502
ENSMUSG00000083576.1	1100
ENSMUSG00000045330.6	2025
ENSMUSG00000082125.1	722
ENSMUSG00000031194.1	647
ENSMUSG00000085757.5	778
ENSMUSG00000081001.1	482
ENSMUSG00000081765.1	486
ENSMUSG00000081752.3	1101
ENSMUSG00000082620.1	264
ENSMUSG00000082965.1	913
ENSMUSG00000081269.1	843
ENSMUSG00000084396.1	302
ENSMUSG00000083346.3	353
ENSMUSG00000079579.3	604
ENSMUSG00000031179.12	1767
ENSMUSG00000046699.12	8743
ENSMUSG00000084459.1	74
ENSMUSG00000082269.1	858
ENSMUSG00000065903.1	106
ENSMUSG00000083084.1	1350
ENSMUSG00000081514.2	746
ENSMUSG00000031181.2	854
ENSMUSG00000080828.1	250
ENSMUSG00000083074.1	337
ENSMUSG00000083243.1	1724
ENSMUSG00000083570.1	262
ENSMUSG00000082863.1	342
ENSMUSG00000031182.2	703
ENSMUSG00000089398.1	265
ENSMUSG00000036790.5	8080
ENSMUSG00000087708.1	139
ENSMUSG00000084074.1	1193
ENSMUSG00000077127.1	62
ENSMUSG00000094184.1	77
ENSMUSG00000081603.1	411
ENSMUSG00000077092.1	65
ENSMUSG00000078017.1	76
ENSMUSG00000078024.1	78
ENSMUSG00000070104.1	67
ENSMUSG00000077119.1	71
ENSMUSG00000070078.1	75
ENSMUSG00000078002.1	78
ENSMUSG00000077872.1	78
ENSMUSG00000078038.1	78
ENSMUSG00000096628.1	77
ENSMUSG00000070073.1	75
ENSMUSG00000106642.1	58
ENSMUSG00000095782.1	81
ENSMUSG00000094894.1	79
ENSMUSG00000095006.1	81
ENSMUSG00000096504.1	79
ENSMUSG00000070071.1	74
ENSMUSG00000080795.1	1437
ENSMUSG00000081442.1	524
ENSMUSG00000081598.1	618
ENSMUSG00000086185.1	349
ENSMUSG00000087724.1	109
ENSMUSG00000083010.1	363
ENSMUSG00000079578.1	782
ENSMUSG00000079577.1	782
ENSMUSG00000082621.1	563
ENSMUSG00000025288.1	1426
ENSMUSG00000065404.1	66
ENSMUSG00000076005.1	78
ENSMUSG00000083709.1	303
ENSMUSG00000106233.1	75
ENSMUSG00000082202.3	366
ENSMUSG00000083912.1	613
ENSMUSG00000082794.1	1006
ENSMUSG00000088697.1	126
ENSMUSG00000082162.1	348
ENSMUSG00000081084.1	1258
ENSMUSG00000096946.1	2743
ENSMUSG00000099108.1	56
ENSMUSG00000098736.1	128
ENSMUSG00000000838.15	8966
ENSMUSG00000089177.1	128
ENSMUSG00000062170.10	937
ENSMUSG00000083046.1	228
ENSMUSG00000107228.1	1019
ENSMUSG00000071748.2	4226
ENSMUSG00000056815.1	525
ENSMUSG00000082228.1	856
ENSMUSG00000065689.1	121
ENSMUSG00000086676.2	1906
ENSMUSG00000031189.10	7267
ENSMUSG00000082926.3	750
ENSMUSG00000100511.1	1133
ENSMUSG00000059690.1	525
ENSMUSG00000035847.13	5101
ENSMUSG00000045237.5	1094
ENSMUSG00000073141.5	840
ENSMUSG00000081199.3	567
ENSMUSG00000082538.1	874
ENSMUSG00000084193.1	1839
ENSMUSG00000086989.3	924
ENSMUSG00000082770.1	689
ENSMUSG00000082713.1	525
ENSMUSG00000073139.7	2513
ENSMUSG00000083747.1	525
ENSMUSG00000083784.1	689
ENSMUSG00000087325.3	948
ENSMUSG00000082336.1	1739
ENSMUSG00000080843.1	896
ENSMUSG00000083119.1	537
ENSMUSG00000082652.1	828
ENSMUSG00000082083.1	493
ENSMUSG00000081464.1	545
ENSMUSG00000082822.1	376
ENSMUSG00000084185.1	345
ENSMUSG00000077275.1	132
ENSMUSG00000083406.1	605
ENSMUSG00000080938.1	631
ENSMUSG00000059401.11	4796
ENSMUSG00000077309.1	118
ENSMUSG00000082262.1	1045
ENSMUSG00000031337.14	13935
ENSMUSG00000015214.12	5859
